taxid,group_id,disposition,description,penalty,type
946234,1,GUILTY,WRONGFULLY FAILED TO REPORT HIS INVOLVEMENT IN SAID OFF-DUTY INCIDENT TO IAB,VACATION DAYS (25 day(s) ),charge
946236,1,GUILTY,"WHILE OFF-DUTY, THREATENED A PERSON KNOWN TO THE DEPARTMENT AND HAVING NO RIGHT TO DO SO NOR ANY REASONABLE GROUND TO BELIEVE THAT HE HAD SUCH RIGHT, INTENTIONALLY DAMAGED THE PROPERTY OF A PERSON KNOWN TO THE DEPARTMENT.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
946236,1,GUILTY,"WHILE OFF DUTY, DID CONSUME AN INTOXICANT TO THE EXTENT THAT SAID OFFICER WAS UNFIT FOR DUTY.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge
946236,2,GUILTY,Involved in a physical altercation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
946236,2,GUILTY,Impeded an investigation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
946236,2,GUILTY,Wrongfully discourteous to an individual known to the Department,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (40 day(s) )",charge
954330,1,GUILTY,FAILED TO REPORT TO WORK AND FAILED TO SUBMIT A LEAVE OF ABSENCE REPORT.,"DISMISSAL PROBATION (12 month(s) ), RESTITUTION ($53,546), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
954330,1,GUILTY,WRONGFULLY RECEIVED COMPENSATION THAT SHE WAS NOT ENTITLED TO.,"DISMISSAL PROBATION (12 month(s) ), RESTITUTION ($53,546), SUSPENDED W/O PAY (30 day(s) ), VACATION DAYS (30 day(s) )",charge
946239,1,PLEADED GUILTY,Failed to take police action.,VACATION DAYS (18 day(s) ),charge
946239,1,PLEADED GUILTY,Violated patrol rules.,VACATION DAYS (18 day(s) ),charge
939456,1,GUILTY,"WHILE ON-DUTY, IMPROPERLY USED PEPPER SPRAY AGAINST A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (5 day(s) ),charge
921765,1,GUILTY,"WHILE ON-DUTY, FAILED AND NEGLECTED TO MONITOR HER RADIO RESULTING IN AN INCOMPLETE INVESTIGATION OF A JOB.",VACATION DAYS (10 day(s) ),charge
963270,1,PLEADED GUILTY,Made computer inquiries unrelated to official Department business.,VACATION DAYS (25 day(s) ),charge
914022,1,GUILTY,"WHILE OFF-DUTY, OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",charge
914022,1,GUILTY,"WAS INVOLVED IN A MOTOR VEHICLE ACCIDENT, CAUSING PROPERTY DAMAGE.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",charge
914022,1,GUILTY,WAS UNFIT FOR DUTY.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",charge
914022,1,GUILTY,REFUSED TO SUBMIT TO A BREATHALYZER TEST.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",charge
914022,1,GUILTY,OPERATED A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY AN INTOXICANT.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (35 day(s) ), SUSPENDED W/O PAY (10 day(s) ), VACATION DAYS (15 day(s) )",charge
961279,1,GUILTY,improperly utilized a Department computer to access records.,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (10 day(s) )",charge
961279,1,GUILTY,"while off-duty, knowingly associated with an individual reasonably believed to be engaged in, likely to have engaged in, or engaged in criminal activities.","COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) ), RESTORATION OF SUSPENSION DAYS (10 day(s) )",charge
948135,1,GUILTY,Living outside the state or permissible counties.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
948135,1,GUILTY,Made misleading or inaccurate statements during an official Department interview.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
948135,1,GUILTY,Insubordination (failure to obey orders/directions after having been instructed).,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
948135,1,GUILTY,Made or caused to be made false or inaccurate entries in Department records.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
948135,1,GUILTY,Made computer inquiries unrelated to official Department business.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (60 day(s) )",charge
945000,1,PLEADED GUILTY,Damaged property.,VACATION DAYS (15 day(s) ),charge
947487,1,GUILTY,"DID FAIL TO RESIDE WITHIN THE CITY OF NEW YORK OR WESTCHESTER, ROCKLAND, ORANGE, PUTNAM, NASSAU OR SUFFOLK COUNTIES, IN THAT HE RESIDED IN WOODBRIDGE, NEW JERSEY.",VACATION DAYS (20 day(s) ),charge
951242,1,GUILTY,"WHILE ON-DUTY, UPON OBSERVING MISCONDUCT COMMITTED BY A MEMBER KNOWN TO THE DEPARTMENT, FAILED TO REPORT SUCH MISCONDUCT TO THE INTERNAL AFFAIRS BUREAU",VACATION DAYS (20 day(s) ),charge
947489,1,GUILTY,"WHILE ON-DUTY, FRISKED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (2 day(s) ),charge
945001,1,PLEADED GUILTY,Wrongful strip search of a person known to the Department.,VACATION DAYS (10 day(s) ),charge
951244,1,GUILTY,DID FAIL AND NEGLECT TO IMMEDIATELY COMPLY WITH A DIRECT ORDER.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,"WHILE ON-DUTY, DID FAIL AND NEGLECT TO BE PROPERLY ATTIRED WHILE WEARING HIS UNIFORM.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,"WHILE ON-DUTY, FAILED TO PUT ON HIS POLICE UNIFORM IN A TIMELY MANNER AFTER BEING DIRECTED TO DO SO BY A SERGEANT KNOWN TO THE DEPARTMENT.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,"WHILE ON-DUTY, WAS ABSENT FROM ASSIGNMENT WITHOUT PERMISSION OR POLICE NECESSITY HAVING BEEN DIRECTED TO TAKE A SECURITY POST.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,DID FAIL AND NEGLECT TO SAFEGUARD HIS RESTRICTED PARKING PERMIT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,DID WRONGFULLY PLACE AN UNAUTHORIZED PLASTIC COVER OVER THE FRONT AND REAR LICENSE PLATE OF HIS VEHICLE AND PLACED THE VEHICLES REGISTRATION INSIDE OF A FOIL BAG AND AFFIXED IT TO THE WINDSHIELD.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,DID FAIL TO RETURN HIS 2014 DEPARTMENT PARKING PERMIT AS REQUIRED AND LIED BY INDICATING THE HE HAD RETURNED THE PERMIT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,DID WRONGFULLY PLACE AN UNAUTHORIZED PLASTIC COVER OVER THE REAR LICENSE PLATE OF HIS VEHICLE AND PLACED THE VEHICLES REGISTRATION INSIDE OF A FOIL BAG AND AFFIXED IT TO THE WINDSHIELD.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,1,GUILTY,DID WRONGFULLY OPERATE A MOTORCYCLE WITH A MUTILATED LICENSE PLATE TO WHICH ONLY TWO OF THE LICENSE PLATE NUMBERS WERE LEGIBLE.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
951244,2,PLEADED GUILTY,"Failed to prepare a Property Clerk's Invoice Worksheet, as required.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
951244,2,PLEADED GUILTY,"Failed to safeguard found property.
Violated patrol rules.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
951244,2,PLEADED GUILTY,"Made inappropriate comments.
Wrongfully used offensive language.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (25 day(s) )",charge
946246,1,GUILTY,"WHILE ON DUTY, DID ABUSE HIS AUTHORITY AS A MEMBER OF THE NEW YORK POLICE DEPARTMENT BY IMPROPERLY USING PHYSICAL FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (20 day(s) ),charge
946246,1,GUILTY,"WHILE ON DUTY, DID ABUSE HIS AUTHORITY AS A MEMBER OF THE NEW YORK POLICE DEPARTMENT, IN THAT SAID POLICE OFFICER THREATENED TO ARREST A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (20 day(s) ),charge
946246,1,GUILTY,"WHILE ON DUTY, DID FAIL AND NEGLECT TO MAINTAIN SAID OFFICER'S ACTIVITY LOG, AS REQUIRED.",VACATION DAYS (20 day(s) ),charge
946246,2,GUILTY,"MADE DISCOURTEOUS AND DISRESPECTFUL REMARKS TO TWO INDIVIDUALS, KNOWN TO THE DEPARTMENT, WITH WHOM HE ENGAGED IN A VERBAL DISPUTE.",VACATION DAYS (20 day(s) ),charge
946246,2,GUILTY,"HAVING BEEN INVOLVED IN AN UNUSUAL POLICE OCCURRENCE, DID THEREAFTER FAIL TO REMAIN AT THE SCENE AND TO PROMPTLY REQUEST THE RESPONSE OF A PATROL SUPERVISOR, PRECINCT OF OCCURRENCE, AS REQUIRED.",VACATION DAYS (20 day(s) ),charge
946246,2,GUILTY,"HAVING BEEN INVOLVED IN AN UNUSUAL POLICE OCCURRENCE, DID THEREAFTER FAIL TO NOTIFY THE DESK OFFICER, PRECINCT OF OCCURRENCE, OF HIS INVOLVEMENT IN AN OFF-DUTY INCIDENT, AS REQUIRED.",VACATION DAYS (20 day(s) ),charge
946556,1,PLEADED GUILTY,Said Police Officer failed to take police action.,VACATION DAYS (25 day(s) ),charge
946556,1,PLEADED GUILTY,Said Police Officer failed to conduct an investigation.,VACATION DAYS (25 day(s) ),charge
946556,1,PLEADED GUILTY,Said Police Officer failed to prepare required reports.,VACATION DAYS (25 day(s) ),charge
945003,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
945003,1,PLEADED GUILTY,Unfit for duty while armed.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
945003,1,PLEADED GUILTY,Failed to remain alert while on post.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
919712,1,PLEADED GUILTY,-,VACATION DAYS (11 day(s) ),charge
958070,1,PLEADED GUILTY,Harassment.,"COUNSELING, VACATION DAYS (20 day(s) )",charge
939465,1,GUILTY,"WHILE ON-DUTY, WAS OFF POST AND OUTSIDE OF THE CONFINES OF HIS MOMMAND TO CONDUCT PERSONAL BUSINESS.",VACATION DAYS (15 day(s) ),charge
939465,1,GUILTY,FAILED TO PROPERLY MAINTAIN SUPERVISION OF TWO SUPORDINATE MEMBERS OF SERVICE.,VACATION DAYS (15 day(s) ),charge
939465,1,GUILTY,SAID SERGEANT WRONGFULLY DIRECTED TWO SUBORDINATES TO TAKE HIM OUTSIDE HIS ASSIGNED COMMAND TO CONDUCT PERSONAL BUSINESS,VACATION DAYS (15 day(s) ),charge
949913,1,GUILTY,"WHILE OFF-DUTY FAILED TO SAFEGUARD HIS OFF-DUTY FIREARM, RESULTING IN ITS LOSS.",VACATION DAYS (20 day(s) ),charge
949913,1,GUILTY,WHILE OFF-DUTY UTILIZED AN UNAUTHORIZED CLIP-ON HOLSTER TO SECURE HIS OFF-DUTY FIREARM.,VACATION DAYS (20 day(s) ),charge
963758,1,PLEADED GUILTY,Involved in a verbal and physical altercation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (49 day(s) ), VACATION DAYS (10 day(s) )",charge
952239,1,GUILTY,"WHILE ON DUTY, ENTERED A LOCATION KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.","INSTRUCTIONS, REPRIMAND",charge
952239,1,GUILTY,"WHILE ON DUTY,  ABUSED HIS AUTHORITY IN THAT HE STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.","INSTRUCTIONS, REPRIMAND",charge
952239,2,GUILTY,"while on-duty, failed to take police action.",VACATION DAYS (15 day(s) ),charge
952239,2,GUILTY,"while on-duty, failed to prepare a Property Clerk Invoice Worksheet.",VACATION DAYS (15 day(s) ),charge
955494,1,PLEADED GUILTY,Failed to notify the radio dispatcher about a vehicle pursuit.,VACATION DAYS (5 day(s) ),charge
955494,1,PLEADED GUILTY,Failed to activate their body-worn camera.,VACATION DAYS (5 day(s) ),charge
940739,1,GUILTY,"FAILED TO RESIDE WITHIN THE CITY OF NEW YORK, OR THE SURROUNDING COUNTIES, AS REQUIRED.",VACATION DAYS (25 day(s) ),charge
940739,1,GUILTY,"WHILE OFF-DUTY, WAS OUT OF STATE WHILE ON SICK REPORT.",VACATION DAYS (25 day(s) ),charge
933358,1,GUILTY,Unfit for duty.,"COUNSELING, VACATION DAYS (15 day(s) )",charge
936061,1,GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (36 day(s) )",charge
937544,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY OPERATE A MOTOR VEHICLE UNDER THE INFLUENCE OF AN INTOXICANT","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",charge
937544,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY OPERATE A MOTOR VEHICLE UNDER THE INFLUENCE OF AN INTOXICANT","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",charge
937544,1,GUILTY,"WHILE OFF-DUTY, HAVING BEEN ARRESTED FOR DRIVING WHILE INTOXICATED, REFUSED TO SUBMIT TO A BREATHALYZER TEST","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",charge
937544,1,GUILTY,"WHILE OFF-DUTY, DID WRONGFULLY CONSUME AN INTOXICANT TO THE EXTENT THAT SAID OFFICER WAS UNFIT FOR DUTY","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), VACATION DAYS (9 day(s) )",charge
952243,1,PLEADED GUILTY,Failed to supervise.,VACATION DAYS (20 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY USED FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT, IN THAT HE SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY SEARCHED THE VEHICLE OF A PERSON KNOWN TO THE DEPARTMENT  WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY,  ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT, IN THAT HE REFUSED TO PROVIDE HIS NAME AND SHIELD NUMBER TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY,  ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT, IN THAT HE REFUSED TO PROVIDE HIS NAME AND SHIELD NUMBER TO A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
944174,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY DAMAGED  PROPERTY WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (10 day(s) ),charge
944174,2,GUILTY,"WHILE ON-DUTY, WRONGFULLY USED FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
959240,1,GUILTY,DID FAIL AND NEGLECT TO PROPERLY SAFEGUARD HIS SERVICE FIREARM,VACATION DAYS (10 day(s) ),charge
958074,1,GUILTY,"WHILE OFF-DUTY, WRONGFULLY OPERATED A MOTOR VEHICLE WHILE UNDER THE INFLUENCE OF AN INTOXICANT","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
958074,1,GUILTY,"WHILE OFF-DUTY, WRONGFULLY OPERATED A MOTOR VEHICLE WHILE HIS ABILITY WAS IMPAIRED BY THE CONSUMPTION OF ALCOHOL","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
958074,1,GUILTY,"WHILE OFF-DUTY, WRONGFULLY CONSUMED AN INTOXICANT TO THE EXTENT THAT SAID POLICE OFFICER WAS UNFIT FOR DUTY","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
958074,1,GUILTY,"WHILE OFF-DUTY, SAID POLICE OFFICER WRONGFULLY REFUSED TO SUBMIT TO A CHEMICAL BREATH TEST TO DETERMINE HIS BLOOD ALCOHOL CONCENTRATION","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
958074,1,GUILTY,"WHILE OFF-DUTY,  SAID POLICE OFFICER WRONGFULLY WAS INVOLVED IN A VEHICLE COLLISION THEREBY CAUSING DAMAGE TO PROPERTY.","COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, PRE-TRIAL SUSPENSION DAYS (31 day(s) ), SUSPENDED W/O PAY (15 day(s) ), VACATION DAYS (30 day(s) )",charge
971686,1,PLEADED GUILTY,Unfit for duty.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), ORDERED BREATH TESTING, VACATION DAYS (30 day(s) )",charge
939123,1,GUILTY,"WHILE OFF-DUTY,  WRONGFULLY FAILED AND NEGLECTED TO SAFEGUARD HER ON-DUTY FIREARM",VACATION DAYS (20 day(s) ),charge
939123,1,GUILTY,"WHILE OFF-DUTY, WRONGFULLY POSSESSED AN UNAUTHORIZED DUPLICATE DEPARTMENT SHIELD.",VACATION DAYS (20 day(s) ),charge
939123,1,GUILTY,"WHILE OFF-DUTY, WRONGFULLY FAILED AND NEGLECTED TO CARRY HER DEPARTMENT-ISSUED SHIELD WHILE ARMED",VACATION DAYS (20 day(s) ),charge
939474,1,GUILTY,SEARCHED A RESIDENCE WITHOUT SUFFICIENT LEGAL AUTHORITY.,VACATION DAYS (3 day(s) ),charge
942557,1,GUILTY,USED HIS PERSONAL VIDEO CAMERA TO RECORD THE EXECUTION OF A SEARCH WARRANT AND DID NOT HAVE THE PERMISSION OR AUTHORITY OF THE DEPARTMENT TO DO SO.,VACATION DAYS (15 day(s) ),charge
942557,1,GUILTY,FAILED TO DISCLOSE AND PROVIDE A COPY OF VIDEO RECORDINGS HE MADE OF THE EXECUTION OF SEARCH WARRANTS TO THE OFFICE OF THE DISTRICT ATTORNEY.,VACATION DAYS (15 day(s) ),charge
943819,1,GUILTY,Involved in a physical altercation.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (65 day(s) )",charge
943819,1,PLEADED GUILTY,Failed to make proper notifications.,"COUNSELING, DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (65 day(s) )",charge
940744,1,GUILTY,"WHILE ON-DUTY,  IMPROPERLY SUPERVISED A DOMESTIC INCIDENT BY FAILING TO DIRECT THE PREPARATION OF A NEW YORK STATE DOMESTIC INCIDENT REPORT.",VACATION DAYS (10 day(s) ),charge
940744,1,GUILTY,"WHILE ON-DUTY, SAID SERGEANT FAILED TO INTERVIEW A CIVILIAN MEMBER OF SERVICE KNOWN TO THE DEPARTMENT",VACATION DAYS (10 day(s) ),charge
962109,1,GUILTY,Improper vehicle pursuit.,VACATION DAYS (45 day(s) ),charge
962109,1,GUILTY,Failed to notify the radio dispatcher about a vehicle pursuit.,VACATION DAYS (45 day(s) ),charge
962109,1,GUILTY,Failed to make required entries in Activity Log.,VACATION DAYS (45 day(s) ),charge
962109,1,GUILTY,Failed to activate body-worn camera.,VACATION DAYS (45 day(s) ),charge
962109,1,GUILTY,"Said Police Officer Austin Slamowitz, while assigned to the 77th Precinct, on or about September 5, 2019, failed to notify a radio dispatcher when pursued vehicle was lost and/or pursuit was terminated.",VACATION DAYS (45 day(s) ),charge
962109,1,GUILTY,Made inaccurate statements during an official Department interview.,VACATION DAYS (45 day(s) ),charge
933362,1,GUILTY,"WHILE ON-DUTY, WRONGFULLY USED FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
933362,1,GUILTY,"WHILE ON-DUTY,  RESTRICTED THE BREATHING OF A PERSON KNOWN TO THE DEPARTMENT.",VACATION DAYS (10 day(s) ),charge
939476,1,GUILTY,"WHILE ON DUTY, STOPPED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
939476,1,GUILTY,"WHILE ON DUTY, SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",VACATION DAYS (5 day(s) ),charge
951509,1,GUILTY,WHILE OFF-DUTY ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.,PRE-TRIAL SUSPENSION DAYS (32 day(s) ),charge
951509,1,GUILTY,WHILE OFF-DUTY FAILED TO COMPLY WITH AN ORDER TO ANSWER QUESTIONS DURING AN OFFICIAL DEPARTMENT INTERVIEW BEING HELD PURSUANT TO PATROL GUIDE PROCEDURE 206-13.,PRE-TRIAL SUSPENSION DAYS (32 day(s) ),charge
951270,1,GUILTY,"WRONGFULLY USED FORCE, IN THAT WITHOUT POLICE NECESSITY, HE STRUCK A PERSON KNOWN TO THE DEPARTMENT IN THE FACE.",VACATION DAYS (15 day(s) ),charge
939483,1,PLEADED GUILTY,Failed to take police action.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
939483,1,PLEADED GUILTY,Failed to make proper notifications.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
939483,1,PLEADED GUILTY,Failed to make required entries in Department Logs.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
939483,1,PLEADED GUILTY,Failed to conduct an investigation.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
939483,1,PLEADED GUILTY,"Failed to prepare required reports.
Failed to supervise.","DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (35 day(s) )",charge
952249,1,GUILTY,MADE INAPPROPRIATE REMARKS TO A PERSON KNOWN TO THE DEPARTMENT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
952249,1,GUILTY,WRONGFULLY MADE AN INAPPROPRIATE AND RACIALLY DISPARAGING REMARK TO A PERSON KNOWN TO THE DEPARTMENT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
952249,1,GUILTY,MADE INAPPROPRIATE REMARKS TO A PERSON KNOWN TO THE DEPARTMENT.,"DISMISSAL PROBATION (12 month(s) ), VACATION DAYS (30 day(s) )",charge
961303,1,GUILTY,"WHILE OFF-DUTY FAILED TO HANDLE PROPERLY HIS OFF-DUTY FIREARM, DISCHARGING ONE (1) ROUND FROM SAID FIREARM, CAUSING PROPERTY DAMAGE.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
961303,1,GUILTY,WRONGFULLY POSSESSED AN UNAUTHORIZED OFF-DUTY FIREARM.,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
961303,1,GUILTY,"WHILE OFF-DUTY WRONGFULLY FAILED TO REMAIN AT THE SCENE OF SAID INCIDENT, REQUEST THE RESPONSE OF THE PATROL SUPERVISOR, PRECINCT OF OCCURRENCE, OR TO NOTIFY THE INTERNAL AFFAIRS BUREAU, AS REQUIRED.","DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) ), VACATION DAYS (15 day(s) )",charge
